order_details_id,order_id,order_date,order_time,item_id
193,82,01-02-2023,12:45:51 PM,102
194,82,01-02-2023,12:45:51 PM,122
195,82,01-02-2023,12:45:51 PM,132
196,83,01-02-2023,12:53:27 PM,105
197,84,01-02-2023,1:13:41 PM,113
198,85,01-02-2023,1:34:49 PM,108
199,85,01-02-2023,1:34:49 PM,108
200,85,01-02-2023,1:34:49 PM,117
201,85,01-02-2023,1:34:49 PM,114
202,86,01-02-2023,1:40:31 PM,109
203,87,01-02-2023,2:01:02 PM,110
204,87,01-02-2023,2:01:02 PM,129
205,87,01-02-2023,2:01:02 PM,123
206,87,01-02-2023,2:01:02 PM,123
207,88,01-02-2023,2:10:08 PM,124
208,89,01-02-2023,2:30:19 PM,121
209,89,01-02-2023,2:30:19 PM,106
210,90,01-02-2023,3:08:48 PM,120
211,90,01-02-2023,3:08:48 PM,106
212,91,01-02-2023,3:14:43 PM,101
213,91,01-02-2023,3:14:43 PM,104
214,91,01-02-2023,3:14:43 PM,113
215,92,01-02-2023,3:17:02 PM,101
216,92,01-02-2023,3:17:02 PM,117
217,92,01-02-2023,3:17:02 PM,117
218,92,01-02-2023,3:17:02 PM,127
219,92,01-02-2023,3:17:02 PM,113
220,92,01-02-2023,3:17:02 PM,118
221,92,01-02-2023,3:17:02 PM,131
222,92,01-02-2023,3:17:02 PM,123
223,92,01-02-2023,3:17:02 PM,114
224,93,01-02-2023,3:29:31 PM,120
225,94,01-02-2023,4:17:16 PM,110
226,94,01-02-2023,4:17:16 PM,105
227,95,01-02-2023,4:18:04 PM,111
228,95,01-02-2023,4:18:04 PM,118
229,96,01-02-2023,4:21:20 PM,111
230,97,01-02-2023,4:45:33 PM,107
231,98,01-02-2023,5:18:18 PM,108
232,98,01-02-2023,5:18:18 PM,111
233,99,01-02-2023,5:45:42 PM,117
234,100,01-02-2023,5:46:17 PM,109
235,101,01-02-2023,5:51:33 PM,102
236,101,01-02-2023,5:51:33 PM,113
237,101,01-02-2023,5:51:33 PM,121
238,101,01-02-2023,5:51:33 PM,122
239,102,01-02-2023,5:54:04 PM,101
240,102,01-02-2023,5:54:04 PM,119
241,103,01-02-2023,6:02:09 PM,123
242,104,01-02-2023,6:02:12 PM,101
243,104,01-02-2023,6:02:12 PM,103
244,104,01-02-2023,6:02:12 PM,127
245,104,01-02-2023,6:02:12 PM,132
246,105,01-02-2023,6:12:01 PM,109
247,105,01-02-2023,6:12:01 PM,113
248,105,01-02-2023,6:12:01 PM,119
249,106,01-02-2023,6:12:13 PM,129
250,106,01-02-2023,6:12:13 PM,122
251,107,01-02-2023,6:25:09 PM,102
252,107,01-02-2023,6:25:09 PM,117
253,107,01-02-2023,6:25:09 PM,122
254,107,01-02-2023,6:25:09 PM,132
255,108,01-02-2023,6:25:25 PM,108
256,108,01-02-2023,6:25:25 PM,109
257,108,01-02-2023,6:25:25 PM,123
258,109,01-02-2023,6:27:50 PM,110
259,109,01-02-2023,6:27:50 PM,117
260,109,01-02-2023,6:27:50 PM,113
261,109,01-02-2023,6:27:50 PM,119
262,110,01-02-2023,6:36:19 PM,107
263,110,01-02-2023,6:36:19 PM,111
264,110,01-02-2023,6:36:19 PM,121
265,110,01-02-2023,6:36:19 PM,122
266,111,01-02-2023,6:38:01 PM,102
267,111,01-02-2023,6:38:01 PM,124
268,111,01-02-2023,6:38:01 PM,113
269,111,01-02-2023,6:38:01 PM,130
270,112,01-02-2023,6:41:40 PM,113
271,113,01-02-2023,6:50:21 PM,102
272,113,01-02-2023,6:50:21 PM,129
273,113,01-02-2023,6:50:21 PM,105
274,114,01-02-2023,6:59:32 PM,113
275,114,01-02-2023,6:59:32 PM,120
276,115,01-02-2023,7:05:17 PM,107
277,115,01-02-2023,7:05:17 PM,111
278,115,01-02-2023,7:05:17 PM,106
279,116,01-02-2023,7:18:49 PM,124
280,117,01-02-2023,7:23:02 PM,118
281,117,01-02-2023,7:23:02 PM,120
282,118,01-02-2023,7:26:59 PM,119
283,118,01-02-2023,7:26:59 PM,131
284,119,01-02-2023,7:32:29 PM,125
285,120,01-02-2023,7:35:07 PM,108
286,120,01-02-2023,7:35:07 PM,109
287,120,01-02-2023,7:35:07 PM,131
288,121,01-02-2023,7:38:48 PM,101
289,121,01-02-2023,7:38:48 PM,125
290,121,01-02-2023,7:38:48 PM,120
291,121,01-02-2023,7:38:48 PM,105
292,122,01-02-2023,7:50:19 PM,117
293,123,01-02-2023,8:12:09 PM,110
294,124,01-02-2023,8:12:34 PM,101
295,124,01-02-2023,8:12:34 PM,120
296,124,01-02-2023,8:12:34 PM,122
297,124,01-02-2023,8:12:34 PM,114
298,125,01-02-2023,8:31:06 PM,NULL
299,126,01-02-2023,8:53:42 PM,132
300,127,01-02-2023,8:58:23 PM,113
301,128,01-02-2023,9:05:06 PM,122
302,129,01-02-2023,9:13:02 PM,107
303,129,01-02-2023,9:13:02 PM,114
304,130,01-02-2023,9:14:55 PM,109
305,130,01-02-2023,9:14:55 PM,110
306,130,01-02-2023,9:14:55 PM,129
307,130,01-02-2023,9:14:55 PM,105
308,131,01-02-2023,9:33:10 PM,104
309,131,01-02-2023,9:33:10 PM,124
310,131,01-02-2023,9:33:10 PM,126
311,131,01-02-2023,9:33:10 PM,123
312,132,01-02-2023,9:42:45 PM,113
313,133,01-02-2023,10:00:17 PM,101
314,133,01-02-2023,10:00:17 PM,109
315,133,01-02-2023,10:00:17 PM,114
316,134,01-02-2023,10:13:24 PM,107
317,134,01-02-2023,10:13:24 PM,105
318,134,01-02-2023,10:13:24 PM,123
319,135,01-02-2023,10:29:34 PM,132
320,136,01-02-2023,10:32:49 PM,124
321,136,01-02-2023,10:32:49 PM,118
322,137,01-03-2023,11:34:10 AM,128
323,137,01-03-2023,11:34:10 AM,113
324,137,01-03-2023,11:34:10 AM,122
325,138,01-03-2023,11:44:50 AM,102
326,138,01-03-2023,11:44:50 AM,125
327,138,01-03-2023,11:44:50 AM,127
328,138,01-03-2023,11:44:50 AM,120
329,139,01-03-2023,11:57:39 AM,124
330,140,01-03-2023,12:26:44 PM,119
331,140,01-03-2023,12:26:44 PM,132
332,141,01-03-2023,1:16:01 PM,108
333,142,01-03-2023,1:33:59 PM,126
334,143,01-03-2023,1:41:36 PM,102
335,143,01-03-2023,1:41:36 PM,108
336,143,01-03-2023,1:41:36 PM,109
337,143,01-03-2023,1:41:36 PM,129
338,143,01-03-2023,1:41:36 PM,113
339,143,01-03-2023,1:41:36 PM,119
340,143,01-03-2023,1:41:36 PM,106
341,143,01-03-2023,1:41:36 PM,132
342,144,01-03-2023,1:44:28 PM,101
343,144,01-03-2023,1:44:28 PM,107
344,144,01-03-2023,1:44:28 PM,102
345,144,01-03-2023,1:44:28 PM,104
346,144,01-03-2023,1:44:28 PM,124
347,144,01-03-2023,1:44:28 PM,125
348,144,01-03-2023,1:44:28 PM,112
349,144,01-03-2023,1:44:28 PM,105
350,144,01-03-2023,1:44:28 PM,105
351,144,01-03-2023,1:44:28 PM,122
352,144,01-03-2023,1:44:28 PM,106
353,144,01-03-2023,1:44:28 PM,132
354,145,01-03-2023,1:53:48 PM,114
355,146,01-03-2023,2:22:10 PM,102
356,146,01-03-2023,2:22:10 PM,125
357,146,01-03-2023,2:22:10 PM,109
358,147,01-03-2023,2:32:51 PM,NULL
359,148,01-03-2023,2:40:42 PM,128
360,149,01-03-2023,2:48:45 PM,131
361,150,01-03-2023,2:49:58 PM,113
362,151,01-03-2023,3:09:34 PM,105
363,151,01-03-2023,3:09:34 PM,123
364,152,01-03-2023,3:09:42 PM,109
365,152,01-03-2023,3:09:42 PM,131
366,152,01-03-2023,3:09:42 PM,106
367,152,01-03-2023,3:09:42 PM,114
368,153,01-03-2023,3:16:34 PM,129
369,154,01-03-2023,3:22:43 PM,119
370,155,01-03-2023,3:28:59 PM,104
371,155,01-03-2023,3:28:59 PM,111
372,155,01-03-2023,3:28:59 PM,113
373,155,01-03-2023,3:28:59 PM,118
374,156,01-03-2023,3:42:19 PM,111
375,156,01-03-2023,3:42:19 PM,106
376,157,01-03-2023,3:43:03 PM,117
377,157,01-03-2023,3:43:03 PM,128
378,157,01-03-2023,3:43:03 PM,120
379,157,01-03-2023,3:43:03 PM,130
380,158,01-03-2023,3:54:30 PM,127
381,158,01-03-2023,3:54:30 PM,106
382,159,01-03-2023,3:59:22 PM,125
383,159,01-03-2023,3:59:22 PM,106
384,160,01-03-2023,4:35:33 PM,108
385,161,01-03-2023,4:43:46 PM,109
386,161,01-03-2023,4:43:46 PM,122
387,161,01-03-2023,4:43:46 PM,NULL
388,162,01-03-2023,4:51:22 PM,107
389,163,01-03-2023,4:54:54 PM,109
390,163,01-03-2023,4:54:54 PM,113
391,163,01-03-2023,4:54:54 PM,114
392,164,01-03-2023,4:56:33 PM,102
393,164,01-03-2023,4:56:33 PM,113
394,165,01-03-2023,4:57:37 PM,119
395,166,01-03-2023,4:58:51 PM,119
396,167,01-03-2023,5:00:49 PM,101
397,167,01-03-2023,5:00:49 PM,117
398,167,01-03-2023,5:00:49 PM,113
399,168,01-03-2023,5:02:27 PM,107
400,168,01-03-2023,5:02:27 PM,132
401,169,01-03-2023,5:15:48 PM,125
402,169,01-03-2023,5:15:48 PM,110
403,169,01-03-2023,5:15:48 PM,120
404,170,01-03-2023,5:21:31 PM,109
405,171,01-03-2023,5:23:03 PM,111
406,172,01-03-2023,5:29:24 PM,111
407,172,01-03-2023,5:29:24 PM,123
408,172,01-03-2023,5:29:24 PM,106
409,173,01-03-2023,5:35:30 PM,102
410,173,01-03-2023,5:35:30 PM,108
411,173,01-03-2023,5:35:30 PM,132
412,174,01-03-2023,5:37:49 PM,107
413,174,01-03-2023,5:37:49 PM,102
414,174,01-03-2023,5:37:49 PM,102
415,174,01-03-2023,5:37:49 PM,110
416,175,01-03-2023,5:50:51 PM,117
417,176,01-03-2023,5:51:57 PM,102
418,176,01-03-2023,5:51:57 PM,118
419,177,01-03-2023,5:54:36 PM,111
420,177,01-03-2023,5:54:36 PM,106
421,178,01-03-2023,6:15:03 PM,118
422,179,01-03-2023,6:20:14 PM,109
423,179,01-03-2023,6:20:14 PM,120
424,179,01-03-2023,6:20:14 PM,132
425,180,01-03-2023,6:33:34 PM,108
426,180,01-03-2023,6:33:34 PM,119
427,181,01-03-2023,6:49:32 PM,129
428,182,01-03-2023,6:50:10 PM,115
429,182,01-03-2023,6:50:10 PM,118
430,183,01-03-2023,6:54:55 PM,111
431,183,01-03-2023,6:54:55 PM,130
432,183,01-03-2023,6:54:55 PM,130
433,184,01-03-2023,6:59:05 PM,109
434,185,01-03-2023,7:08:33 PM,120
435,185,01-03-2023,7:08:33 PM,130
436,186,01-03-2023,7:36:00 PM,129
437,186,01-03-2023,7:36:00 PM,105
438,186,01-03-2023,7:36:00 PM,130
439,186,01-03-2023,7:36:00 PM,106
440,187,01-03-2023,7:37:12 PM,124
441,187,01-03-2023,7:37:12 PM,130
442,188,01-03-2023,8:08:39 PM,124
443,188,01-03-2023,8:08:39 PM,113
444,188,01-03-2023,8:08:39 PM,118
445,189,01-03-2023,8:12:14 PM,107
446,189,01-03-2023,8:12:14 PM,106
447,190,01-03-2023,8:14:23 PM,101
448,190,01-03-2023,8:14:23 PM,125
449,190,01-03-2023,8:14:23 PM,112
450,190,01-03-2023,8:14:23 PM,119
451,191,01-03-2023,8:24:50 PM,102
452,191,01-03-2023,8:24:50 PM,103
453,192,01-03-2023,8:30:08 PM,120
454,192,01-03-2023,8:30:08 PM,105
455,193,01-03-2023,8:55:47 PM,107
456,193,01-03-2023,8:55:47 PM,102
457,193,01-03-2023,8:55:47 PM,103
458,194,01-03-2023,9:21:24 PM,101
459,195,01-03-2023,9:25:20 PM,101
460,196,01-03-2023,9:40:14 PM,120
461,196,01-03-2023,9:40:14 PM,122
462,196,01-03-2023,9:40:14 PM,132
463,197,01-03-2023,9:47:48 PM,125
464,197,01-03-2023,9:47:48 PM,110
465,197,01-03-2023,9:47:48 PM,127
466,197,01-03-2023,9:47:48 PM,121
467,198,01-03-2023,9:55:42 PM,107
468,198,01-03-2023,9:55:42 PM,103
469,199,01-03-2023,10:10:38 PM,103
470,200,01-03-2023,10:24:05 PM,NULL
471,201,01-03-2023,10:29:59 PM,116
472,201,01-03-2023,10:29:59 PM,104
473,201,01-03-2023,10:29:59 PM,117
474,201,01-03-2023,10:29:59 PM,NULL
475,202,01-03-2023,10:50:29 PM,102
476,203,01-04-2023,11:30:48 AM,102
477,203,01-04-2023,11:30:48 AM,127
478,203,01-04-2023,11:30:48 AM,112
479,203,01-04-2023,11:30:48 AM,114
480,204,01-04-2023,11:36:25 AM,122
481,205,01-04-2023,11:43:54 AM,102
482,205,01-04-2023,11:43:54 AM,103
483,205,01-04-2023,11:43:54 AM,119
484,206,01-04-2023,11:45:10 AM,111
485,206,01-04-2023,11:45:10 AM,113
486,206,01-04-2023,11:45:10 AM,122
487,207,01-04-2023,12:03:58 PM,122
488,208,01-04-2023,12:12:05 PM,101
489,208,01-04-2023,12:12:05 PM,101
490,208,01-04-2023,12:12:05 PM,103
491,208,01-04-2023,12:12:05 PM,113
492,208,01-04-2023,12:12:05 PM,114
493,209,01-04-2023,12:29:17 PM,102
494,210,01-04-2023,12:34:13 PM,131
495,211,01-04-2023,12:54:20 PM,113
496,212,01-04-2023,1:16:03 PM,110
497,213,01-04-2023,1:20:39 PM,125
498,214,01-04-2023,1:39:16 PM,110
499,214,01-04-2023,1:39:16 PM,117
500,214,01-04-2023,1:39:16 PM,129
501,214,01-04-2023,1:39:16 PM,130
502,215,01-04-2023,1:44:49 PM,126
503,216,01-04-2023,2:31:56 PM,101
504,216,01-04-2023,2:31:56 PM,124
505,216,01-04-2023,2:31:56 PM,109
506,217,01-04-2023,2:35:03 PM,108
507,217,01-04-2023,2:35:03 PM,131
508,218,01-04-2023,2:35:11 PM,122
509,219,01-04-2023,2:42:01 PM,101
510,219,01-04-2023,2:42:01 PM,124
511,219,01-04-2023,2:42:01 PM,118
512,219,01-04-2023,2:42:01 PM,131
513,220,01-04-2023,3:31:59 PM,109
514,220,01-04-2023,3:31:59 PM,110
515,220,01-04-2023,3:31:59 PM,111
516,220,01-04-2023,3:31:59 PM,122
517,221,01-04-2023,3:33:18 PM,124
518,221,01-04-2023,3:33:18 PM,119
519,221,01-04-2023,3:33:18 PM,114
520,222,01-04-2023,3:46:38 PM,125
521,222,01-04-2023,3:46:38 PM,120
522,223,01-04-2023,4:08:20 PM,112
523,224,01-04-2023,4:39:58 PM,103
524,224,01-04-2023,4:39:58 PM,117
525,224,01-04-2023,4:39:58 PM,111
526,224,01-04-2023,4:39:58 PM,106
527,225,01-04-2023,4:41:48 PM,101
528,225,01-04-2023,4:41:48 PM,101
529,225,01-04-2023,4:41:48 PM,105
530,226,01-04-2023,4:59:39 PM,108
531,227,01-04-2023,5:24:39 PM,101
532,227,01-04-2023,5:24:39 PM,114
533,228,01-04-2023,5:31:24 PM,127
534,229,01-04-2023,5:37:57 PM,127
535,229,01-04-2023,5:37:57 PM,119
536,229,01-04-2023,5:37:57 PM,130
537,230,01-04-2023,5:58:38 PM,106
538,231,01-04-2023,6:04:18 PM,102
539,231,01-04-2023,6:04:18 PM,111
540,231,01-04-2023,6:04:18 PM,119
541,232,01-04-2023,6:21:59 PM,101
542,232,01-04-2023,6:21:59 PM,123
543,233,01-04-2023,6:26:51 PM,131
544,234,01-04-2023,6:36:09 PM,103
545,234,01-04-2023,6:36:09 PM,117
546,234,01-04-2023,6:36:09 PM,111
547,235,01-04-2023,6:51:30 PM,102
548,236,01-04-2023,7:21:04 PM,108
549,236,01-04-2023,7:21:04 PM,126
550,237,01-04-2023,7:27:48 PM,126
551,238,01-04-2023,7:45:15 PM,130
552,239,01-04-2023,7:57:52 PM,117
553,239,01-04-2023,7:57:52 PM,106
554,240,01-04-2023,8:10:24 PM,125
555,241,01-04-2023,8:11:25 PM,120
556,241,01-04-2023,8:11:25 PM,123
557,242,01-04-2023,8:15:29 PM,116
558,242,01-04-2023,8:15:29 PM,106
559,242,01-04-2023,8:15:29 PM,132
560,243,01-04-2023,8:26:17 PM,108
561,243,01-04-2023,8:26:17 PM,123
562,244,01-04-2023,8:26:22 PM,117
563,244,01-04-2023,8:26:22 PM,122
564,245,01-04-2023,8:28:41 PM,101
565,245,01-04-2023,8:28:41 PM,104
566,246,01-04-2023,8:30:48 PM,103
567,246,01-04-2023,8:30:48 PM,113
568,247,01-04-2023,8:55:29 PM,109
569,247,01-04-2023,8:55:29 PM,120
570,247,01-04-2023,8:55:29 PM,123
571,248,01-04-2023,8:58:19 PM,109
572,248,01-04-2023,8:58:19 PM,106
573,249,01-04-2023,9:06:16 PM,101
574,249,01-04-2023,9:06:16 PM,116
575,250,01-04-2023,9:07:05 PM,125
576,251,01-04-2023,9:10:05 PM,129
577,252,01-04-2023,10:13:15 PM,119
578,253,01-04-2023,10:16:18 PM,115
579,254,01-04-2023,10:22:13 PM,101
580,254,01-04-2023,10:22:13 PM,115
581,254,01-04-2023,10:22:13 PM,124
582,255,01-05-2023,11:23:35 AM,124
583,255,01-05-2023,11:23:35 AM,126
584,255,01-05-2023,11:23:35 AM,109
585,255,01-05-2023,11:23:35 AM,131
586,256,01-05-2023,11:56:06 AM,112
587,257,01-05-2023,11:59:04 AM,102
588,257,01-05-2023,11:59:04 AM,103
589,258,01-05-2023,11:59:23 AM,108
590,259,01-05-2023,12:04:25 PM,113
591,260,01-05-2023,12:06:27 PM,124
592,260,01-05-2023,12:06:27 PM,114
593,261,01-05-2023,12:38:29 PM,115
594,262,01-05-2023,12:42:01 PM,102
595,263,01-05-2023,12:57:22 PM,130
596,264,01-05-2023,1:03:59 PM,129
597,265,01-05-2023,1:04:42 PM,103
598,265,01-05-2023,1:04:42 PM,129
599,265,01-05-2023,1:04:42 PM,120
600,265,01-05-2023,1:04:42 PM,122
601,266,01-05-2023,1:09:29 PM,118
602,267,01-05-2023,1:37:50 PM,125
603,267,01-05-2023,1:37:50 PM,128
604,267,01-05-2023,1:37:50 PM,111
605,268,01-05-2023,1:40:46 PM,117
606,268,01-05-2023,1:40:46 PM,113
607,269,01-05-2023,1:49:34 PM,103
608,270,01-05-2023,2:09:02 PM,105
609,270,01-05-2023,2:09:02 PM,130
610,270,01-05-2023,2:09:02 PM,106
611,271,01-05-2023,2:22:19 PM,107
612,271,01-05-2023,2:22:19 PM,102
613,271,01-05-2023,2:22:19 PM,103
614,271,01-05-2023,2:22:19 PM,104
615,271,01-05-2023,2:22:19 PM,108
616,271,01-05-2023,2:22:19 PM,117
617,271,01-05-2023,2:22:19 PM,120
618,271,01-05-2023,2:22:19 PM,121
619,271,01-05-2023,2:22:19 PM,105
620,271,01-05-2023,2:22:19 PM,114
621,272,01-05-2023,2:24:05 PM,117
622,273,01-05-2023,2:28:00 PM,121
623,274,01-05-2023,2:36:33 PM,125
624,274,01-05-2023,2:36:33 PM,106
625,275,01-05-2023,2:38:14 PM,108
626,275,01-05-2023,2:38:14 PM,124
627,275,01-05-2023,2:38:14 PM,113
628,275,01-05-2023,2:38:14 PM,120
629,276,01-05-2023,3:18:18 PM,124
630,276,01-05-2023,3:18:18 PM,122
631,277,01-05-2023,3:41:50 PM,125
632,278,01-05-2023,3:49:21 PM,127
633,278,01-05-2023,3:49:21 PM,105
